ts_start,ts_end,location
1542985789256,1542985797040,LIVING_ROOM
1542985797063,1542985798681,MEDICINE_AREA
1542985798700,1542985800356,HALL
1542985800370,1542985964911,KITCHEN
1542985964920,1542985976285,DINING_ROOM
1542985976296,1542985983222,KITCHEN
1542985983229,1542985988536,DINING_ROOM
1542985988555,1542985992247,KITCHEN
1542985992265,1542985996015,DINING_ROOM
1542985996036,1542986005723,KITCHEN
1542986005744,1542986015537,DINING_ROOM
1542986015550,1542986046079,KITCHEN
1542986046110,1542986223238,DINING_ROOM
1542986223257,1542986233160,KITCHEN
1542986233180,1542986242531,DINING_ROOM
1542986242532,1542986256855,KITCHEN
1542986256873,1542986287554,DINING_ROOM
1542986287556,1542986296119,KITCHEN
1542986296133,1542986297460,HALL
1542986297477,1542986336279,MEDICINE_AREA
1542986336308,1542986346526,HALL
1542986346543,1542986347509,OUT
