sensor_id,sensor_status,ts,subject_id
R7,"ON",1544693933454,"207"
R7,"OFF",1544693937943,"207"
R6,"ON",1544693939000,"201"
R7,"ON",1544693948752,"207"
R7,"OFF",1544693950890,"207"
R7,"ON",1544693955752,"207"
R7,"OFF",1544693959550,"207"
R6,"OFF",1544693970000,"201"
R1,"ON",1544693978649,"201"
R1,"OFF",1544693989008,"201"
R1,"ON",1544693993606,"201"
R1,"OFF",1544693998446,"201"
R7,"ON",1544693999110,"201"
R7,"OFF",1544694006875,"201"
R1,"ON",1544694010726,"201"
R1,"OFF",1544694017430,"201"
R6,"ON",1544694025000,"207"
R2,"ON",1544694026000,"201"
R2,"OFF",1544694029000,"201"
R6,"OFF",1544694030000,"207"
R6,"ON",1544694072000,"207"
R6,"OFF",1544694075000,"207"
P1,"ON",1544694089333,"207"
P4,"ON",1544694109000,"201"
P1,"OFF",1544694190760,"207"
P4,"OFF",1544694201000,"201"
P2,"ON",1544694210000,"207"
R7,"ON",1544694233854,"201"
R7,"OFF",1544694240544,"201"
P2,"OFF",1544694372000,"207"
P7,"ON",1544694382000,"201"
E2,"ON",1544694384774,"207"
P3,"ON",1544694386000,"207"
P3,"OFF",1544694530000,"207"
E2,"OFF",1544694534773,"207"
P7,"OFF",1544694541000,"201"
