ts_start,ts_end,act
1542983393492,1542983398037,TRANSITION
1542983398040,1542983412651,ENTERING_HOME
1542983412653,1542983419402,TRANSITION
1542983419479,1542983498681,PREPARING_COLD_MEAL
1542983498693,1542983515769,TRANSITION
1542983515775,1542983551328,EATING
1542983551338,1542983552523,TRANSITION
1542983552534,1542983561874,EATING
1542983561904,1542983563472,TRANSITION
1542983563535,1542983565897,EATING
1542983565902,1542983586614,TRANSITION
1542983586672,1542983625206,WASHING_DISHES
1542983625207,1542983632311,TRANSITION
1542983632330,1542983713401,ANSWERING_PHONE
1542983713416,1542983725701,TRANSITION
1542983725725,1542983825756,USING_PC
1542983825770,1542983834767,TRANSITION
1542983834795,1542983859711,TAKING_MEDICINES
1542983859728,1542983865578,TRANSITION
