ts_start,ts_end,location
1542983393492,1542983399077,OUT
1542983399098,1542983416370,HALL
1542983416382,1542983500202,KITCHEN
1542983500232,1542983577513,DINING_ROOM
1542983577524,1542983638394,KITCHEN
1542983638407,1542983639294,HALL
1542983639323,1542983654534,MEDICINE_AREA
1542983654535,1542983660661,HALL
1542983660686,1542983717191,MEDICINE_AREA
1542983717211,1542983719948,LIVING_ROOM
1542983719993,1542983831682,OFFICE
1542983831688,1542983833763,LIVING_ROOM
1542983833788,1542983850602,MEDICINE_AREA
1542983850784,1542983852529,LIVING_ROOM
1542983852552,1542983865578,OFFICE
