ts_start,ts_end,location
1542885533488,1542885545294,OUT
1542885545436,1542885547169,HALL
1542885547190,1542885569116,MEDICINE_AREA
1542885569152,1542885572078,HALL
1542885572215,1542885668758,KITCHEN
1542885668776,1542885684582,DINING_ROOM
1542885684607,1542885688672,KITCHEN
1542885688709,1542885813088,DINING_ROOM
1542885813092,1542885815292,KITCHEN
1542885815330,1542885824244,DINING_ROOM
1542885824252,1542885847541,KITCHEN
1542885847549,1542885853263,DINING_ROOM
1542885853295,1542885858671,KITCHEN
1542885858690,1542885900704,DINING_ROOM
1542885901044,1542885991993,KITCHEN
1542885992011,1542885993355,HALL
1542885993485,1542885995331,MEDICINE_AREA
1542885995351,1542886128068,LIVING_ROOM
1542886128333,1542886132742,MEDICINE_AREA
1542886132745,1542886135614,HALL
1542886135785,1542886140064,OUT
