ts_start,ts_end,act
1542885533488,1542885556471,TRANSITION
1542885556492,1542885563642,TAKING_MEDICINES
1542885563672,1542885578315,TRANSITION
1542885578349,1542885664900,PREPARING_COLD_MEAL
1542885665034,1542885666139,TRANSITION
1542885666175,1542885694163,SETTING_UP_TABLE
1542885694278,1542885698000,TRANSITION
1542885698012,1542885792400,EATING
1542885792417,1542885808889,TRANSITION
1542885808909,1542885900704,CLEARING_TABLE
1542885901044,1542885986577,WASHING_DISHES
1542885986792,1542885996180,TRANSITION
1542885996426,1542886121150,WATCHING_TV
1542886121166,1542886140064,TRANSITION
