ts_start,ts_end,location
1543315786139,1543315801472,OUT
1543315801485,1543315812200,HALL
1543315812205,1543315816083,KITCHEN
1543315816094,1543315827091,DINING_ROOM
1543315827116,1543315863467,KITCHEN
1543315863502,1543315869600,DINING_ROOM
1543315869654,1543315882796,KITCHEN
1543315882801,1543315886799,DINING_ROOM
1543315886825,1543315891926,KITCHEN
1543315891961,1543315902926,DINING_ROOM
1543315902954,1543315910256,KITCHEN
1543315910293,1543316054947,DINING_ROOM
1543316054965,1543316056491,KITCHEN
1543316056517,1543316062317,DINING_ROOM
1543316062402,1543316071609,KITCHEN
1543316071704,1543316076761,DINING_ROOM
1543316076774,1543316080082,KITCHEN
1543316080101,1543316088447,DINING_ROOM
1543316088460,1543316093282,KITCHEN
1543316093300,1543316094828,HALL
1543316094839,1543316096437,MEDICINE_AREA
1543316096448,1543316098436,LIVING_ROOM
1543316098468,1543316242432,OFFICE
1543316242464,1543316408440,LIVING_ROOM
1543316408469,1543316415909,MEDICINE_AREA
1543316415936,1543316426877,LIVING_ROOM
1543316426943,1543316444801,MEDICINE_AREA
1543316444802,1543316459424,LIVING_ROOM
1543316459449,1543316463731,OFFICE
1543316463743,1543316471181,LIVING_ROOM
1543316471182,1543316486645,MEDICINE_AREA
