ts_start,ts_end,act
1543315786139,1543315815028,TRANSITION
1543315815063,1543315910946,SETTING_UP_TABLE
1543315911034,1543315954775,TRANSITION
1543315954778,1543316009624,EATING
1543316009657,1543316042630,TRANSITION
1543316042664,1543316091762,CLEARING_TABLE
1543316091792,1543316103190,TRANSITION
1543316103201,1543316239532,USING_PC
1543316239537,1543316245154,TRANSITION
1543316245185,1543316395756,WATCHING_TV
1543316395773,1543316481942,ANSWERING_PHONE
1543316481958,1543316486645,TRANSITION
