sensor_id,sensor_status,ts,subject_id
R6,"ON",1542720845542,"208"
R6,"OFF",1542720852986,"208"
R7,"ON",1542720864420,"208"
R7,"OFF",1542720870189,"208"
R7,"ON",1542720879777,"208"
R7,"OFF",1542720882415,"208"
R6,"ON",1542720903036,"208"
R6,"OFF",1542720907991,"208"
R2,"ON",1542720965374,"208"
R2,"OFF",1542720972175,"208"
R7,"ON",1542720986710,"208"
R7,"OFF",1542720991956,"208"
R7,"ON",1542721001466,"208"
R7,"OFF",1542721005190,"208"
R1,"ON",1542721053350,"208"
R1,"OFF",1542721064731,"208"
P1,"ON",1542721070173,"208"
P1,"OFF",1542721198212,"208"
R1,"ON",1542721228291,"208"
R1,"OFF",1542721235431,"208"
R7,"ON",1542721240926,"208"
R7,"OFF",1542721244856,"208"
E2,"ON",1542721355953,"208"
P3,"ON",1542721358397,"208"
P3,"OFF",1542721544668,"208"
E2,"OFF",1542721546956,"208"
