ts_start,ts_end,act
1542719971451,1542719977464,TRANSITION
1542719977475,1542719990858,ENTERING_HOME
1542719990894,1542719994288,TRANSITION
1542719994299,1542720166301,WATCHING_TV
1542720166312,1542720176556,TRANSITION
1542720176558,1542720268374,PREPARING_COLD_MEAL
1542720268384,1542720299192,TRANSITION
1542720299207,1542720435577,ANSWERING_PHONE
1542720435588,1542720441739,TRANSITION
1542720441754,1542720560878,MAKING_PHONE_CALL
1542720560885,1542720570704,TRANSITION
1542720570718,1542720594647,LEAVING_HOME
1542720594654,1542720596367,TRANSITION
