ts_start,ts_end,location
1542719971451,1542719976719,OUT
1542719976733,1542719990549,HALL
1542719990606,1542719992050,MEDICINE_AREA
1542719992065,1542720170086,LIVING_ROOM
1542720170136,1542720171730,MEDICINE_AREA
1542720171742,1542720172956,HALL
1542720172970,1542720279409,KITCHEN
1542720279433,1542720351381,HALL
1542720351397,1542720358678,MEDICINE_AREA
1542720358685,1542720363146,LIVING_ROOM
1542720363196,1542720369342,MEDICINE_AREA
1542720369361,1542720374640,HALL
1542720374794,1542720378935,MEDICINE_AREA
1542720378990,1542720383535,LIVING_ROOM
1542720383563,1542720385329,OFFICE
1542720385349,1542720388554,LIVING_ROOM
1542720388562,1542720394090,MEDICINE_AREA
1542720394097,1542720401311,LIVING_ROOM
1542720401323,1542720405139,MEDICINE_AREA
1542720405155,1542720409856,HALL
1542720409867,1542720417920,MEDICINE_AREA
1542720417940,1542720419634,LIVING_ROOM
1542720419654,1542720420036,OFFICE
1542720420073,1542720423328,LIVING_ROOM
1542720423334,1542720429090,MEDICINE_AREA
1542720429105,1542720432162,HALL
1542720432165,1542720435835,MEDICINE_AREA
1542720435842,1542720436542,LIVING_ROOM
1542720436585,1542720447084,MEDICINE_AREA
1542720447089,1542720455080,LIVING_ROOM
1542720455091,1542720458356,MEDICINE_AREA
1542720458365,1542720463347,HALL
1542720463356,1542720467761,MEDICINE_AREA
1542720467764,1542720475594,LIVING_ROOM
1542720475623,1542720482583,MEDICINE_AREA
1542720482589,1542720487667,LIVING_ROOM
1542720487675,1542720488998,OFFICE
1542720489008,1542720493999,LIVING_ROOM
1542720494000,1542720497213,MEDICINE_AREA
1542720498055,1542720501148,HALL
1542720501188,1542720506426,KITCHEN
1542720506456,1542720518403,DINING_ROOM
1542720518416,1542720522082,KITCHEN
1542720522102,1542720523054,HALL
1542720523393,1542720529614,MEDICINE_AREA
1542720529955,1542720534650,HALL
1542720534655,1542720539659,MEDICINE_AREA
1542720539695,1542720543824,LIVING_ROOM
1542720543832,1542720550524,OFFICE
1542720551032,1542720554607,LIVING_ROOM
1542720554623,1542720568236,MEDICINE_AREA
1542720568280,1542720591897,HALL
1542720591918,1542720596367,OUT
