ts_start,ts_end,location
1543847197838,1543847200250,HALL
1543847200274,1543847204184,KITCHEN
1543847204265,1543847228272,DINING_ROOM
1543847228296,1543847236254,KITCHEN
1543847236290,1543847244903,DINING_ROOM
1543847244932,1543847253397,KITCHEN
1543847253413,1543847281274,DINING_ROOM
1543847281287,1543847300204,KITCHEN
1543847300209,1543847316465,DINING_ROOM
1543847316483,1543847325568,KITCHEN
1543847325597,1543847329284,DINING_ROOM
1543847329296,1543847338722,KITCHEN
1543847338750,1543847356156,DINING_ROOM
1543847356171,1543847370964,KITCHEN
1543847370971,1543847570980,DINING_ROOM
1543847570999,1543847572529,KITCHEN
1543847572536,1543847574155,HALL
1543847574176,1543847575574,MEDICINE_AREA
1543847575590,1543847735877,LIVING_ROOM
