x,y,z,ts
-1.410614,-0.42790222,-1.0503235,1543847197876
-2.0232086,-0.7466583,-1.2217407,1543847197906
-2.5939941,-1.1442719,-1.6792755,1543847197938
-2.7739563,-1.344162,-2.1118011,1543847197966
-2.664322,-1.4625397,-2.5780792,1543847198035
-2.4188995,-1.5679626,-2.9257507,1543847198035
-2.3355255,-1.6926575,-3.2234192,1543847198085
-2.1020355,-1.2228851,-2.9242706,1543847198113
-1.4528961,-1.0037689,-2.3079987,1543847198143
-0.46868896,-0.7112427,-1.094284,1543847198176
-0.519104,-0.18936157,-0.23954773,1543847198207
-1.4384613,0.40327454,0.25422668,1543847198232
-1.950882,0.68873596,0.38352966,1543847198261
-1.8613586,0.6736145,0.3721161,1543847198320
-1.3786163,0.49545288,0.29701233,1543847198354
-1.0644684,0.4465332,0.31973267,1543847198380
-0.88119507,0.40444946,0.4248047,1543847198409
-0.72843933,0.33779907,0.5846863,1543847198443
-0.45710754,0.2513275,0.78863525,1543847198468
-0.10626221,0.11302185,0.9277649,1543847198527
0.14694214,0.03277588,0.88331604,1543847198563
0.18940735,-0.056106567,0.6555023,1543847198586
-0.06852722,-0.14453125,0.39186096,1543847198626
-0.4397583,-0.27296448,0.062683105,1543847198645
-0.46299744,-0.58535767,-0.41186523,1543847198677
-0.24736023,-0.6646118,-0.6801758,1543847198736
-0.2386322,-0.40872192,-0.57476807,1543847198763
-0.28988647,-0.14883423,-0.22129822,1543847198794
-0.064712524,0.15415955,0.2518921,1543847198824
0.23474121,0.29841614,0.43702698,1543847198853
0.4729004,0.44573975,0.4691162,1543847198882
0.2141571,0.7611389,0.3447876,1543847198941
-0.3970337,1.0736084,0.3605957,1543847198972
-1.1320343,1.3358307,0.56443787,1543847199002
-1.3923035,1.3532257,0.7187958,1543847199032
-1.3670349,1.2318878,0.7297058,1543847199067
-1.0986023,1.0354767,0.50076294,1543847199090
-0.8363342,0.8376465,0.23164368,1543847199150
-0.7144165,0.50109863,-0.088409424,1543847199188
-0.7324829,0.1960907,-0.36302185,1543847199219
-0.6776581,-0.17793274,-0.7775574,1543847199243
-0.54371643,-0.4848938,-1.1034088,1543847199269
