ts_start,ts_end,location
1542298197714,1542298204922,OUT
1542298204933,1542298216042,HALL
1542298216050,1542298318848,KITCHEN
1542298318883,1542298322379,DINING_ROOM
1542298322404,1542298338780,KITCHEN
1542298338796,1542298460466,DINING_ROOM
1542298460478,1542298532417,KITCHEN
1542298532461,1542298543512,HALL
1542298543519,1542298545707,MEDICINE_AREA
1542298545721,1542298555371,LIVING_ROOM
1542298555393,1542298670939,OFFICE
1542298670954,1542298673701,LIVING_ROOM
1542298673709,1542298696584,MEDICINE_AREA
1542298696611,1542298700169,LIVING_ROOM
1542298700184,1542298721204,OFFICE
1542298721222,1542298723382,LIVING_ROOM
1542298723397,1542298725703,MEDICINE_AREA
1542298725734,1542298729575,HALL
