ts_start,ts_end,location
1543847194924,1543847196138,HALL
1543847196169,1543847199132,MEDICINE_AREA
1543847199153,1543847205320,LIVING_ROOM
1543847205321,1543847378408,OFFICE
1543847378441,1543847381320,LIVING_ROOM
1543847381332,1543847383477,MEDICINE_AREA
1543847383503,1543847385476,HALL
1543847385505,1543847386901,KITCHEN
1543847386933,1543847590550,DINING_ROOM
1543847590563,1543847593159,KITCHEN
1543847593191,1543847603958,DINING_ROOM
1543847603981,1543847607297,KITCHEN
1543847607327,1543847611834,DINING_ROOM
1543847611845,1543847620553,KITCHEN
1543847620582,1543847660281,DINING_ROOM
1543847660282,1543847733017,KITCHEN
