x,y,z,ts
-0.9684516,-0.62266827,-0.9859019,1543847194924
-0.9929527,-0.5235987,-0.95181346,1543847194924
-1.0329001,-0.4245291,-0.88363653,1543847194924
-1.0840329,-0.33238372,-0.79841536,1543847194956
-1.1468835,-0.24503203,-0.7052047,1543847194956
-1.2107993,-0.16353929,-0.62424463,1543847194956
-1.2667257,-0.09429711,-0.5629919,1543847194985
-1.2997489,-0.035174932,-0.5177182,1543847194985
-1.3050752,0.019153554,-0.4809665,1543847194985
-1.2784436,0.067623086,-0.44314963,1543847195016
-1.2278435,0.10703787,-0.39574537,1543847195017
-1.1612645,0.14165898,-0.33715582,1543847195017
-1.0856308,0.17308427,-0.27803364,1543847195046
-1.0094644,0.19918326,-0.23329255,1543847195046
-0.9391569,0.21835801,-0.21038936,1543847195046
-0.87896943,0.22847803,-0.21518305,1543847195077
-0.8273041,0.22847803,-0.23968413,1543847195078
-0.78469354,0.2199559,-0.28122944,1543847195078
-0.752203,0.2050422,-0.32437265,1543847195106
-0.7292998,0.18160638,-0.35952637,1543847195106
-0.71438605,0.14964846,-0.3813643,1543847195106
-0.70746183,0.112364195,-0.3930822,1543847195138
-0.70586395,0.07401468,-0.4032022,1543847195138
-0.7026682,0.036197785,-0.4181159,1543847195138
-0.6882871,-0.003217,-0.43835595,1543847195167
-0.6621881,-0.04209915,-0.4607265,1543847195167
-0.62650174,-0.0793834,-0.48043388,1543847195167
-0.587087,-0.112406604,-0.48789075,1543847195199
-0.5492701,-0.13957085,-0.478836,1543847195199
-0.51624686,-0.16407193,-0.46125913,1543847195199
-0.48908263,-0.18111616,-0.43675804,1543847195228
-0.46990788,-0.19443196,-0.40746328,1543847195228
-0.45179838,-0.20721515,-0.3813643,1543847195228
-0.4304931,-0.22053094,-0.35899374,1543847195259
-0.4107857,-0.23437938,-0.34141687,1543847195259
-0.38521937,-0.2530215,-0.33289477,1543847195259
-0.35592458,-0.27645734,-0.33289477,1543847195289
-0.32662982,-0.30894792,-0.33715582,1543847195289
-0.28721502,-0.34889534,-0.34514531,1543847195289
-0.23821287,-0.3962996,-0.35633057,1543847195320
-0.17962334,-0.44956282,-0.37230954,1543847195320
-0.115707465,-0.5054892,-0.38882115,1543847195320
-0.049661063,-0.5587524,-0.4032022,1543847195349
0.0105263805,-0.605624,-0.406398,1543847195349
0.06272434,-0.6439735,-0.39254957,1543847195350
0.09894332,-0.66048515,-0.35526532,1543847195381
0.12131388,-0.6594199,-0.30093682,1543847195381
0.13090126,-0.6439735,-0.23861887,1543847195381
0.13303179,-0.61734194,-0.17683353,1543847195411
0.13782547,-0.58431876,-0.12889664,1543847195411
0.16392446,-0.549165,-0.09747133,1543847195411
0.20973083,-0.5193376,-0.0772313,1543847195441
0.2736467,-0.49696708,-0.06125234,1543847195441
0.35034576,-0.48311865,-0.04527337,1543847195441
0.4334364,-0.4852492,-0.035685994,1543847195471
0.51546174,-0.50282604,-0.039414417,1543847195471
0.59642184,-0.51401126,-0.06285024,1543847195471
0.671523,-0.52519655,-0.096406065,1543847195501
0.7247862,-0.5283924,-0.11877662,1543847195501
0.74822205,-0.51401126,-0.10173239,1543847195501
0.74502623,-0.4607481,-0.02822914,1543847195533
0.7199925,-0.37712485,0.098537326,1543847195533
0.6928283,-0.28071842,0.25193542,1543847195533
0.68270826,-0.17259404,0.40639877,1543847195563
0.7109378,-0.061273914,0.5480789,1543847195563
0.7849736,0.060166236,0.66632324,1543847195563
0.9160012,0.18107376,0.7675234,1543847195593
1.0928351,0.28973073,0.8570056,1543847195593
1.2925721,0.40264875,0.9358352,1543847195593
1.5018966,0.5081099,1.0050774,1543847195624
1.702699,0.6002553,1.05621,1543847195624
1.8688803,0.677487,1.0833743,1543847195624
1.9796678,0.7387397,1.0849721,1543847195653
2.0148213,0.7893398,1.067928,1543847195653
1.9727435,0.82236296,1.0365027,1543847195653
1.857695,0.84473354,0.9938921,1543847195685
1.690981,0.8548535,0.943292,1543847195685
1.5040271,0.8612451,0.88736564,1543847195685
1.3213344,0.8655062,0.8277108,1543847195713
1.1647404,0.87456095,0.7744476,1543847195713
1.0475613,0.8873441,0.7265107,1543847195714
0.9676665,0.9054536,0.6839001,1543847195745
0.91387063,0.9336831,0.6498117,1543847195745
0.8685969,0.9704347,0.62850636,1543847195745
0.8137358,1.01198,0.6183864,1543847195774
0.7412978,1.0529927,0.6135927,1543847195774
0.6523482,1.0913422,0.6141253,1543847195774
0.56339866,1.122235,0.6141253,1543847195806
0.48723224,1.1456708,0.61465794,1543847195806
0.4366322,1.1621823,0.61732113,1543847195806
0.40787002,1.1653781,0.61945164,1543847195835
0.39615214,1.1605844,0.61465794,1543847195835
0.39135844,1.1488665,0.59974426,1543847195835
0.3759121,1.1280938,0.5731126,1543847195867
0.3396931,1.0998644,0.5438179,1543847195867
0.28536463,1.0609822,0.5166536,1543847195867
0.22890559,1.0194368,0.49321783,1543847195896
0.17830552,0.96617365,0.4681841,1543847195896
0.13090126,0.91024727,0.43888932,1543847195896
0.09255174,0.8436683,0.40320298,1543847195926
0.056332752,0.76803446,0.36645135,1543847195926
0.019581128,0.69453126,0.33289552,1543847195926
-0.013442069,0.6146364,0.29987234,1543847195956
-0.031018931,0.53154576,0.26684913,1543847195956
-0.034214728,0.4479225,0.22743432,1543847195956
-0.028888404,0.3605708,0.18056269,1543847195987
-0.020366289,0.27694753,0.12943,1543847195987
-0.012376806,0.19119376,0.07510151,1543847195987
-0.0022567934,0.10703787,0.020773023,1543847196018
0.006265322,0.03246936,-0.03462073,1543847196019
0.012124278,-0.043697048,-0.09214501,1543847196019
0.016385335,-0.122526616,-0.14913666,1543847196050
0.013722174,-0.19549723,-0.19707356,1543847196050
0.0030695288,-0.27006575,-0.23382518,1543847196050
-0.013442069,-0.3451669,-0.25992414,1543847196077
-0.03474736,-0.41813752,-0.27643573,1543847196077
-0.05658528,-0.48578182,-0.29561052,1543847196077
-0.08055373,-0.5539587,-0.3254379,1543847196109
-0.10452218,-0.6168093,-0.37710324,1543847196109
-0.127958,-0.6711378,-0.44847596,1543847196109
-0.1577854,-0.7249336,-0.5363603,1543847196138
-0.18708017,-0.77340317,-0.6301036,1543847196138
-0.22329918,-0.81867695,-0.7243795,1543847196138
-0.26963815,-0.8596896,-0.81386167,1543847196169
-0.32449928,-0.8980391,-0.89535445,1543847196169
-0.38628462,-0.93159497,-0.96725976,1543847196169
-0.45605943,-0.95769393,-1.0194577,1543847196199
-0.5428785,-0.9726076,-1.0471547,1543847196199
-0.6456765,-0.97100973,-1.0514157,1543847196199
-0.7633882,-0.95982444,-1.0519483,1543847196231
-0.88429576,-0.9363887,-1.0572746,1543847196231
-0.99934435,-0.89537597,-1.071123,1543847196231
-1.098414,-0.8367864,-1.0924283,1543847196261
-1.1671234,-0.75316316,-1.1052115,1543847196261
-1.2001467,-0.6551588,-1.0972221,1543847196261
-1.2129298,-0.5406429,-1.0636662,1543847196291
-1.2102667,-0.42186594,-1.0013483,1543847196291
-1.2097341,-0.2988279,-0.92038816,1543847196291
-1.2187887,-0.17632248,-0.82930803,1543847196320
-1.2422246,-0.06287181,-0.73503214,1543847196320
-1.2800415,0.043122005,-0.6524741,1543847196320
-1.3178583,0.13526738,-0.58642775,1543847196351
-1.3540773,0.21196643,-0.53422976,1543847196351
-1.3871006,0.27268648,-0.49854338,1543847196351
-1.4062754,0.32062337,-0.46605283,1543847196386
-1.4116017,0.3541792,-0.43089908,1543847196386
-1.4004164,0.37814766,-0.39254957,1543847196386
-1.3764479,0.3951919,-0.35260215,1543847196413
-1.342892,0.4047793,-0.3153179,1543847196413
-1.2997489,0.4117035,-0.2902842,1543847196413
-1.2544751,0.41063824,-0.28442523,1543847196445
-1.205473,0.39945295,-0.29294735,1543847196445
-1.157536,0.3754845,-0.31158948,1543847196445
-1.1074686,0.33873287,-0.33129686,1543847196475
-1.0499444,0.28546965,-0.3467432,1543847196476
-0.9817675,0.22048853,-0.35739586,1543847196476
-0.8986768,0.1603011,-0.36538532,1543847196504
-0.81398827,0.09851576,-0.3717769,1543847196504
-0.7431482,0.030871462,-0.38242957,1543847196504
-0.69254816,-0.036240198,-0.40480012,1543847196522
-0.66325337,-0.10281923,-0.43036646,1543847196522
-0.6531334,-0.16566983,-0.45806333,1543847196542
-0.65632915,-0.22532463,-0.478836,1543847196542
-0.663786,-0.28178367,-0.4841623,1543847196562
-0.6643186,-0.3318511,-0.47457492,1543847196562
-0.6510028,-0.3749943,-0.45326963,1543847196583
-0.61531645,-0.41494173,-0.43089908,1543847196583
-0.55672693,-0.44956282,-0.4175833,1543847196603
-0.48641947,-0.47459653,-0.4175833,1543847196603
-0.41930783,-0.49749973,-0.42983383,1543847196623
-0.3628488,-0.5172071,-0.44528016,1543847196623
-0.32236874,-0.53478396,-0.4607265,1543847196643
-0.29946557,-0.5507629,-0.46552017,1543847196643
-0.2898782,-0.56620926,-0.4607265,1543847196666
-0.29041082,-0.58165556,-0.44900858,1543847196666
-0.29147607,-0.6002977,-0.4356928,1543847196687
-0.28828028,-0.6184072,-0.42504013,1543847196687
-0.28295398,-0.6333209,-0.4213117,1543847196705
-0.2765624,-0.6439735,-0.41918117,1543847196705
-0.27389923,-0.6524957,-0.40906116,1543847196725
-0.27389923,-0.6562241,-0.38669062,1543847196725
-0.2637792,-0.65356094,-0.3435474,1543847196747
-0.2451371,-0.6391799,-0.2860231,1543847196747
-0.21690759,-0.61787456,-0.22317253,1543847196765
-0.17642753,-0.601363,-0.16831142,1543847196765
-0.11996852,-0.59124297,-0.120374516,1543847196787
-0.047530532,-0.5779272,-0.09321027,1543847196787
0.038223255,-0.56780714,-0.09267764,1543847196807
0.13516232,-0.56141555,-0.111319765,1543847196807
0.22890559,-0.5512955,-0.13049453,1543847196826
0.30453938,-0.5353166,-0.13582085,1543847196826
0.35247627,-0.5065544,-0.12143978,1543847196847
0.35886788,-0.45808494,-0.08681869,1543847196847
0.31412676,-0.3883101,-0.036218625,1543847196867
0.21558979,-0.29509947,0.02450145,1543847196868
0.0771054,-0.19549723,0.09427627,1543847196888
-0.07362951,-0.07618761,0.16937742,1543847196888
-0.20252651,0.05164412,0.2503375,1543847196908
-0.28934556,0.17414953,0.3371566,1543847196908
-0.32290137,0.29345915,0.42770407,1543847196926
-0.3047919,0.41276875,0.5145231,1543847196926
-0.24673499,0.5235563,0.59282005,1543847196947
-0.15032856,0.6295501,0.6588664,1543847196947
-0.03794315,0.72542393,0.7046728,1543847196968
0.089355946,0.812243,0.7265107,1543847196968
0.21825294,0.89480096,0.73023915,1543847196987
0.3327689,0.9635105,0.71905386,1543847196987
0.4270448,1.0205022,0.69881386,1543847197009
0.4882975,1.0663085,0.6700517,1543847197009
0.5170596,1.1009296,0.629039,1543847197028
0.5170596,1.1238328,0.57843894,1543847197028
0.49255857,1.140877,0.5081315,1543847197049
0.44835007,1.1536602,0.43089986,1543847197049
0.37644473,1.1675086,0.35313556,1543847197068
0.28057092,1.1808245,0.28868705,1543847197068
0.17138131,1.1925423,0.24714172,1543847197089
0.056865383,1.2069235,0.22796696,1543847197089
-0.05658528,1.2245003,0.23329328,1543847197110
-0.15885067,1.2463382,0.24873962,1543847197110
-0.23768024,1.2681762,0.2716428,1543847197130
-0.29626977,1.2846878,0.2908176,1543847197130
-0.32876033,1.2948078,0.29987234,1543847197150
-0.33781508,1.2964057,0.29987234,1543847197150
-0.32556453,1.2873509,0.29028496,1543847197170
-0.29626977,1.2692415,0.2796323,1543847197170
-0.25951815,1.2463382,0.26897967,1543847197191
-0.22170128,1.2170434,0.25566384,1543847197191
-0.18654755,1.1834877,0.23595645,1543847197209
-0.15352435,1.1440729,0.20932484,1543847197209
-0.12476221,1.0982665,0.165649,1543847197233
-0.10398955,1.0513948,0.10599418,1543847197233
-0.09386954,1.0029253,0.033556197,1543847197251
-0.094934806,0.94806415,-0.045806006,1543847197251
-0.11197904,0.8953336,-0.12783137,1543847197270
-0.14873067,0.8388746,-0.20506305,1543847197270
-0.20785284,0.7765566,-0.26951152,1543847197291
-0.2834866,0.7153039,-0.32277474,1543847197291
-0.36817512,0.6561817,-0.3749727,1543847197313
-0.45499417,0.5917332,-0.4293012,1543847197313
-0.5380848,0.52302366,-0.49481496,1543847197330
-0.6094575,0.4479225,-0.5693835,1543847197330
-0.6664492,0.3653645,-0.6455499,1543847197355
-0.7063966,0.2764149,-0.71745527,1543847197355
-0.73356086,0.18640007,-0.7744469,1543847197373
-0.75699663,0.09159154,-0.814927,1543847197373
-0.776704,-0.0048148967,-0.8415586,1543847197394
-0.7857588,-0.10281923,-0.86286384,1543847197394
-0.7793672,-0.20455198,-0.8873649,1543847197412
-0.7500724,-0.30202368,-0.91080076,1543847197412
-0.6978745,-0.40002802,-0.9299755,1543847197433
-0.62490386,-0.49643445,-0.95128083,1543847197433
-0.55246586,-0.5885798,-0.98483664,1543847197454
-0.48535421,-0.6727357,-1.0269146,1543847197454
-0.42996046,-0.74357575,-1.0620683,1543847197472
-0.38415408,-0.8064264,-1.071123,1543847197472
-0.3511309,-0.85649383,-1.0471547,1543847197493
-0.32662982,-0.89271283,-1.0056093,1543847197493
-0.31437927,-0.92200756,-0.9693903,1543847197513
-0.3213035,-0.9433129,-0.9587377,1543847197513
-0.34740245,-0.9502371,-0.9789777,1543847197533
-0.3974699,-0.9454434,-1.020523,1543847197533
-0.46404892,-0.9273339,-1.0636662,1543847197553
-0.53435636,-0.88845176,-1.0918957,1543847197553
-0.6035986,-0.8447759,-1.0945588,1543847197573
-0.6664492,-0.79364324,-1.0732536,1543847197573
-0.72610396,-0.7419779,-1.0317082,1543847197594
-0.79001987,-0.6924431,-0.97844505,1543847197594
-0.86565363,-0.641843,-0.9182576,1543847197613
-0.957799,-0.5960367,-0.85221124,1543847197613
-1.0558033,-0.5512955,-0.7861648,1543847197634
-1.1410245,-0.5081523,-0.7195858,1543847197634
-1.1921571,-0.46181336,-0.65140885,1543847197655
-1.1942877,-0.4096154,-0.5848298,1543847197655
-1.143155,-0.3499606,-0.52251184,1543847197675
-1.0568686,-0.29137105,-0.46711808,1543847197675
-0.9609948,-0.23278148,-0.42344224,1543847197695
-0.8741757,-0.17898563,-0.40213695,1543847197695
-0.808662,-0.13424453,-0.3994738,1543847197717
-0.7745735,-0.09376448,-0.41385487,1543847197717
-0.76498616,-0.0644697,-0.4378233,1543847197738
-0.7793672,-0.04795811,-0.46285704,1543847197739
-0.8102599,-0.036772832,-0.4809665,1543847197761
-0.84967464,-0.028250715,-0.49108654,1543847197761
-0.8949484,-0.026120186,-0.49321705,1543847197777
-0.94501585,-0.026120186,-0.49108654,1543847197777
-0.9929527,-0.023989657,-0.49108654,1543847197796
-1.0313022,-0.021326497,-0.49747813,1543847197796
-1.0526075,-0.014934909,-0.50759816,1543847197818
-1.0536728,-0.00801069,-0.52570766,1543847197818
-1.040357,-0.0010864711,-0.5459477,1543847197838
-1.0190517,0.0053051156,-0.56192666,1543847197839
-0.9950833,0.00637038,-0.5688509,1543847197858
-0.97644114,-2.120668e-05,-0.5677856,1543847197858
-0.9647232,-0.013869645,-0.55660033,1543847197876
-0.95407057,-0.0346423,-0.5374256,1543847197876
-0.9455485,-0.061273914,-0.5102613,1543847197899
-0.9317,-0.092699215,-0.48043388,1543847197899
-0.91092736,-0.1289182,-0.44528016,1543847197919
-0.8741757,-0.17046352,-0.406398,1543847197919
-0.8198472,-0.20881304,-0.36591795,1543847197938
-0.74634403,-0.2444994,-0.32437265,1543847197938
-0.6589923,-0.2753921,-0.2860231,1543847197959
-0.56578165,-0.30308896,-0.25353256,1543847197960
-0.47470155,-0.31906793,-0.22636832,1543847197979
-0.39054567,-0.3302532,-0.20719357,1543847197979
-0.31650978,-0.33611214,-0.19813882,1543847197999
-0.25951815,-0.33611214,-0.19547565,1543847197999
-0.22969076,-0.3286553,-0.1928125,1543847198027
-0.23128866,-0.31906793,-0.18801881,1543847198027
-0.2584529,-0.30948055,-0.18109459,1543847198038
-0.303194,-0.29669738,-0.17150721,1543847198038
-0.35166353,-0.28657734,-0.16564825,1543847198059
-0.3974699,-0.27645734,-0.16405036,1543847198059
-0.4310257,-0.2674026,-0.164583,1543847198081
-0.4454068,-0.25834784,-0.1661809,1543847198081
-0.44274363,-0.25142363,-0.16564825,1543847198103
-0.42942783,-0.24503203,-0.15925667,1543847198103
-0.40439412,-0.23704255,-0.14167981,1543847198125
-0.37243617,-0.23065096,-0.120374516,1543847198125
-0.34207615,-0.22532463,-0.09587343,1543847198143
-0.31704244,-0.22266148,-0.065513395,1543847198143
-0.3015961,-0.2231941,-0.03515336,1543847198161
-0.2936066,-0.22745517,-0.01384807,1543847198161
