ts_start,ts_end,location
1542907384707,1542907387808,OUT
1542907387824,1542907391358,HALL
1542907391391,1542907554051,KITCHEN
1542907554063,1542907560174,DINING_ROOM
1542907560294,1542907580310,KITCHEN
1542907580339,1542907586065,DINING_ROOM
1542907586093,1542907595478,KITCHEN
1542907595493,1542907604685,DINING_ROOM
1542907604686,1542907618755,KITCHEN
1542907618874,1542907626952,DINING_ROOM
1542907626956,1542907638224,KITCHEN
1542907638503,1542907747925,DINING_ROOM
1542907748118,1542907751889,KITCHEN
1542907752069,1542907762428,DINING_ROOM
1542907762539,1542907767036,KITCHEN
1542907767445,1542907774592,DINING_ROOM
1542907774736,1542907784997,KITCHEN
1542907785004,1542907795947,DINING_ROOM
1542907795957,1542907803604,KITCHEN
1542907803621,1542907816015,HALL
1542907816044,1542907900069,OUT
