sensor_id,sensor_status,ts,subject_id
R5,"ON",1542985102749,"202"
R5,"OFF",1542985107078,"202"
R7,"ON",1542985111931,"202"
R7,"OFF",1542985116147,"202"
R7,"ON",1542985122516,"202"
R7,"OFF",1542985125554,"202"
E1,"ON",1542985130730,"202"
R1,"ON",1542985157623,"205"
R1,"OFF",1542985179765,"202"
R2,"ON",1542985182253,"205"
R2,"OFF",1542985188707,"205"
E1,"OFF",1542985200728,"202"
P1,"ON",1542985209058,"205"
P4,"ON",1542985220000,"202"
P4,"OFF",1542985313000,"202"
P1,"OFF",1542985318279,"205"
R1,"ON",1542985328904,"205"
R1,"OFF",1542985346677,"205"
P2,"ON",1542985378881,"205"
E2,"ON",1542985384791,"202"
P3,"ON",1542985387000,"202"
P2,"OFF",1542985510605,"205"
P7,"ON",1542985520000,"205"
P3,"OFF",1542985591000,"202"
R6,"ON",1542985594245,"202"
P7,"OFF",1542985600000,"205"
R6,"OFF",1542985606403,"202"
R7,"ON",1542985617338,"202"
R7,"OFF",1542985626510,"202"
P3,"ON",1542985639000,"202"
E2,"OFF",1542985675789,"205"
