ts_start,ts_end,act
1543311844002,1543311853322,TRANSITION
1543311853352,1543311868412,ENTERING_HOME
1543311868419,1543311874682,TRANSITION
1543311874687,1543311972470,WATCHING_TV
1543311972485,1543311982640,TRANSITION
1543311982672,1543312067061,PREPARING_COLD_MEAL
1543312067087,1543312074882,TRANSITION
1543312074907,1543312168437,ANSWERING_PHONE
1543312168448,1543312172800,TRANSITION
1543312172816,1543312245007,MAKING_PHONE_CALL
1543312245020,1543312249442,TRANSITION
1543312249447,1543312270723,LEAVING_HOME
1543312270732,1543312297213,TRANSITION
1543312297229,1543312312672,ENTERING_HOME
1543312312695,1543312314017,TRANSITION
