ts_start,ts_end,act
1543848889725,1543848918969,TRANSITION
1543848919009,1543848994058,SETTING_UP_TABLE
1543848994088,1543849030154,TRANSITION
1543849030183,1543849040214,EATING
1543849040243,1543849045886,TRANSITION
1543849045918,1543849099877,EATING
1543849099896,1543849116029,TRANSITION
1543849116058,1543849117475,EATING
1543849117502,1543849132400,TRANSITION
1543849132424,1543849199096,WATCHING_TV
1543849199126,1543849201827,TRANSITION
1543849201856,1543849310240,ANSWERING_PHONE
1543849312000,1543849312000,TRANSITION
