ts_start,ts_end,location
1543848889725,1543848893197,KITCHEN
1543848893228,1543848917288,HALL
1543848917311,1543848921162,KITCHEN
1543848921191,1543848955974,DINING_ROOM
1543848955998,1543848987965,KITCHEN
1543848988000,1543849120953,DINING_ROOM
1543849120983,1543849123118,KITCHEN
1543849123147,1543849124495,HALL
1543849124515,1543849128419,MEDICINE_AREA
1543849128429,1543849209702,LIVING_ROOM
1543849209748,1543849218553,MEDICINE_AREA
1543849218585,1543849231012,LIVING_ROOM
1543849231021,1543849298682,MEDICINE_AREA
1543849298712,1543849301686,HALL
1543849301717,1543849312000,MEDICINE_AREA
