ts_start,ts_end,act
1544694625947,1544694636313,TRANSITION
1544694636327,1544694701252,SETTING_UP_TABLE
1544694701332,1544694757994,TRANSITION
1544694758005,1544694834880,EATING
1544694834976,1544694849117,TRANSITION
1544694849248,1544694890995,TAKING_MEDICINES
1544694891023,1544694911453,TRANSITION
1544694911496,1544694981984,USING_PC
1544694982038,1544694987266,TRANSITION
1544694987457,1544695109919,WATCHING_TV
1544695109935,1544695196009,ANSWERING_PHONE
1544695196010,1544695203051,TRANSITION
1544695203205,1544695227554,LEAVING_HOME
