ts_start,ts_end,location
1544694625947,1544694632468,MEDICINE_AREA
1544694632486,1544694633701,HALL
1544694633717,1544694639652,KITCHEN
1544694639674,1544694659166,DINING_ROOM
1544694659201,1544694671112,KITCHEN
1544694671131,1544694680006,DINING_ROOM
1544694680029,1544694694423,KITCHEN
1544694694448,1544694843641,DINING_ROOM
1544694843657,1544694846356,KITCHEN
1544694846372,1544694847130,HALL
1544694847143,1544694858765,MEDICINE_AREA
1544694858771,1544694860626,HALL
1544694860681,1544694862768,KITCHEN
1544694862801,1544694897375,DINING_ROOM
1544694897403,1544694899255,KITCHEN
1544694899262,1544694900455,HALL
1544694900648,1544694908749,MEDICINE_AREA
1544694908782,1544694910126,LIVING_ROOM
1544694910133,1544694985603,OFFICE
1544694985611,1544695111998,LIVING_ROOM
1544695112023,1544695159254,MEDICINE_AREA
1544695159272,1544695174220,HALL
1544695174235,1544695177168,KITCHEN
1544695177190,1544695199607,DINING_ROOM
1544695199648,1544695201191,KITCHEN
1544695201213,1544695210947,HALL
1544695210966,1544695227554,OUT
