ts_start,ts_end,act
1544006114046,1544006121454,TRANSITION
1544006121468,1544006133706,ENTERING_HOME
1544006133731,1544006144685,TRANSITION
1544006144710,1544006513374,WATCHING_TV
1544006513388,1544006525878,TRANSITION
1544006525891,1544006629768,PREPARING_COLD_MEAL
1544006629790,1544006648116,TRANSITION
1544006648137,1544006746806,MAKING_PHONE_CALL
1544006746821,1544006756298,TRANSITION
1544006756308,1544006816451,ANSWERING_PHONE
1544006816469,1544006821006,TRANSITION
1544006821021,1544006848644,LEAVING_HOME
1544006848649,1544006936595,TRANSITION
1544006936619,1544006966303,ENTERING_HOME
