ts_start,ts_end,location
1544006114046,1544006120649,OUT
1544006120663,1544006134653,HALL
1544006134666,1544006141878,MEDICINE_AREA
1544006141886,1544006521540,LIVING_ROOM
1544006521561,1544006523382,MEDICINE_AREA
1544006523399,1544006524451,HALL
1544006524475,1544006760263,KITCHEN
1544006760266,1544006762746,HALL
1544006762748,1544006818185,MEDICINE_AREA
1544006818261,1544006847404,HALL
1544006847432,1544006940519,OUT
1544006940542,1544006963357,HALL
1544006963374,1544006966303,MEDICINE_AREA
