sensor_id,sensor_status,ts,subject_id
R5,"ON",1544007153859,"208"
R5,"OFF",1544007158341,"208"
E1,"ON",1544007170563,"208"
R1,"ON",1544007178275,"208"
R1,"OFF",1544007183096,"208"
R7,"ON",1544007183530,"204"
R7,"OFF",1544007187862,"204"
R1,"ON",1544007208896,"204"
R1,"OFF",1544007235487,"204"
R2,"ON",1544007239151,"204"
R2,"OFF",1544007245975,"204"
E1,"OFF",1544007258584,"208"
P1,"ON",1544007279364,"204"
R2,"ON",1544007397251,"208"
R2,"OFF",1544007402201,"208"
R7,"ON",1544007423446,"208"
R7,"OFF",1544007427394,"208"
R1,"ON",1544007428903,"208"
R1,"OFF",1544007435352,"208"
P4,"ON",1544007448000,"208"
P4,"OFF",1544007606000,"208"
P1,"OFF",1544007608692,"204"
R7,"ON",1544007636788,"204"
R7,"OFF",1544007641461,"204"
R1,"ON",1544007648703,"204"
R1,"OFF",1544007655281,"204"
R2,"ON",1544007683738,"208"
R2,"OFF",1544007686613,"208"
E2,"ON",1544007691704,"204"
P3,"ON",1544007694000,"204"
R7,"ON",1544007705650,"208"
R7,"OFF",1544007712657,"208"
R2,"ON",1544007712979,"208"
R2,"OFF",1544007716742,"208"
P7,"ON",1544007768000,"208"
P7,"OFF",1544007866000,"208"
E2,"OFF",1544007891696,"204"
P3,"OFF",1544007892000,"204"
