ts_start,ts_end,act
1544016852238,1544016864249,TRANSITION
1544016864279,1544017050036,COOKING
1544017050067,1544017106591,TRANSITION
1544017106616,1544017143322,EATING
1544017143351,1544017164793,TRANSITION
1544017164824,1544017173624,EATING
1544017173652,1544017174632,TRANSITION
1544017174652,1544017227494,EATING
1544017227522,1544017285128,TRANSITION
1544017285156,1544017408693,WASHING_DISHES
1544017408726,1544017423436,TRANSITION
1544017423467,1544017520988,WASHING_DISHES
1544017521020,1544017532516,TRANSITION
