ts_start,ts_end,act
1542625081110,1542625085931,TRANSITION
1542625085942,1542625097233,ENTERING_HOME
1542625097253,1542625102076,TRANSITION
1542625102086,1542625197587,WATCHING_TV
1542625197597,1542625210283,TRANSITION
1542625210298,1542625304611,PREPARING_COLD_MEAL
1542625304649,1542625309231,TRANSITION
1542625309454,1542625389749,ANSWERING_PHONE
1542625389750,1542625395647,TRANSITION
1542625395675,1542625487710,MAKING_PHONE_CALL
1542625487738,1542625497417,TRANSITION
1542625497573,1542625511150,LEAVING_HOME
1542625511165,1542625524574,TRANSITION
1542625524601,1542625538078,ENTERING_HOME
1542625538095,1542625540478,TRANSITION
