ts_start,ts_end,location
1543244403434,1543244557184,KITCHEN
1543244557191,1543244558769,HALL
1543244558776,1543244569367,MEDICINE_AREA
1543244569379,1543244569820,HALL
1543244569833,1543244585174,MEDICINE_AREA
1543244585188,1543244586984,HALL
1543244586991,1543244594122,MEDICINE_AREA
1543244594151,1543244595356,HALL
1543244595364,1543244606540,KITCHEN
1543244606632,1543244621020,DINING_ROOM
1543244621045,1543244626622,KITCHEN
1543244626648,1543244628795,DINING_ROOM
1543244628825,1543244632227,KITCHEN
1543244632238,1543244639362,DINING_ROOM
1543244639403,1543244642319,KITCHEN
1543244642324,1543244648424,DINING_ROOM
1543244648722,1543244654372,KITCHEN
1543244654410,1543244658622,DINING_ROOM
1543244658641,1543244667511,KITCHEN
1543244667526,1543244802119,DINING_ROOM
1543244802159,1543244917618,KITCHEN
1543244917631,1543244918872,HALL
1543244918892,1543244920328,MEDICINE_AREA
1543244920348,1543244995957,LIVING_ROOM
1543244995964,1543245002113,MEDICINE_AREA
1543245002195,1543245008308,HALL
1543245008432,1543245008457,OUT
