ts_start,ts_end,act
1543244403434,1543244406542,TRANSITION
1543244406546,1543244551572,COOKING
1543244551635,1543244553860,TRANSITION
1543244553861,1543244592754,MAKING_PHONE_CALL
1543244592770,1543244596820,TRANSITION
1543244596832,1543244673941,SETTING_UP_TABLE
1543244673954,1543244681045,TRANSITION
1543244681068,1543244698997,EATING
1543244699012,1543244715760,TRANSITION
1543244715761,1543244731968,EATING
1543244731993,1543244760439,TRANSITION
1543244760440,1543244789901,EATING
1543244789907,1543244806243,TRANSITION
1543244806251,1543244916909,WASHING_DISHES
1543244916915,1543244923207,TRANSITION
1543244923212,1543244993999,WATCHING_TV
1543244994020,1543245003400,TRANSITION
1543245003414,1543245008457,LEAVING_HOME
