sensor_id,sensor_status,ts,subject_id
R5,"ON",1542982924240,"212"
R5,"OFF",1542982929631,"212"
E1,"ON",1542982946513,"212"
R1,"ON",1542982957494,"212"
R1,"OFF",1542982966633,"212"
R2,"ON",1542982968311,"212"
R2,"OFF",1542982971659,"212"
R1,"ON",1542982989280,"212"
R1,"OFF",1542982991688,"212"
R1,"ON",1542983014889,"212"
R1,"OFF",1542983018840,"212"
E1,"OFF",1542983052524,"212"
R2,"ON",1542983095240,"212"
R2,"OFF",1542983098170,"212"
R7,"ON",1542983115534,"212"
R7,"OFF",1542983118744,"212"
P1,"ON",1542983137394,"212"
P1,"OFF",1542983227846,"212"
R7,"ON",1542983243869,"212"
R7,"OFF",1542983247011,"212"
