ts_start,ts_end,location
1542645407495,1542645415267,OUT
1542645415369,1542645434832,HALL
1542645434860,1542645447447,MEDICINE_AREA
1542645447475,1542645474442,LIVING_ROOM
1542645474640,1542645490642,MEDICINE_AREA
1542645490664,1542645492192,HALL
1542645492207,1542645655712,KITCHEN
1542645655746,1542645662590,DINING_ROOM
1542645662591,1542645676178,KITCHEN
1542645676295,1542645747739,DINING_ROOM
1542645747770,1542645751869,KITCHEN
1542645752001,1542645755873,DINING_ROOM
1542645756014,1542645766492,KITCHEN
1542645766502,1542645781946,DINING_ROOM
1542645781957,1542645786604,KITCHEN
1542645786700,1542645808532,HALL
1542645808552,1542645813354,OUT
