ts_start,ts_end,act
1542645407495,1542645424011,TRANSITION
1542645424026,1542645483616,MAKING_PHONE_CALL
1542645483634,1542645494088,TRANSITION
1542645494121,1542645655712,COOKING
1542645655746,1542645656514,TRANSITION
1542645656607,1542645682625,SETTING_UP_TABLE
1542645682654,1542645685885,TRANSITION
1542645685897,1542645719702,EATING
1542645719865,1542645723036,TRANSITION
1542645723380,1542645727175,EATING
1542645727201,1542645730224,TRANSITION
1542645730237,1542645739057,EATING
1542645739085,1542645741784,TRANSITION
1542645741811,1542645788085,CLEARING_TABLE
1542645788109,1542645789505,TRANSITION
1542645789543,1542645813354,LEAVING_HOME
