sensor_id,sensor_status,ts,subject_id
R1,"ON",1542983425183,"212"
R1,"OFF",1542983432881,"212"
R7,"ON",1542983434564,"212"
R7,"OFF",1542983439276,"212"
R7,"ON",1542983458971,"212"
R7,"OFF",1542983462483,"212"
R2,"ON",1542983478793,"212"
R2,"OFF",1542983482339,"212"
R7,"ON",1542983493729,"212"
R7,"OFF",1542983496932,"212"
P1,"ON",1542983511161,"212"
P1,"OFF",1542983573472,"212"
R7,"ON",1542983581851,"212"
R7,"OFF",1542983584971,"212"
P2,"ON",1542983727620,"212"
P2,"OFF",1542983831282,"212"
R6,"ON",1542983837697,"212"
R6,"OFF",1542983849222,"212"
P2,"ON",1542983859555,"212"
