ts_start,ts_end,act
1544693431526,1544693447403,TRANSITION
1544693447421,1544693467416,ENTERING_HOME
1544693467437,1544693471597,TRANSITION
1544693471621,1544693555264,WATCHING_TV
1544693555288,1544693563128,TRANSITION
1544693563140,1544693643968,PREPARING_COLD_MEAL
1544693643978,1544693652946,TRANSITION
1544693652959,1544693726320,ANSWERING_PHONE
1544693726342,1544693731169,TRANSITION
1544693731317,1544693798700,MAKING_PHONE_CALL
1544693798713,1544693806768,TRANSITION
1544693806786,1544693850980,LEAVING_HOME
1544693851007,1544693880253,TRANSITION
1544693880341,1544693898256,ENTERING_HOME
1544693898299,1544693903995,TRANSITION
