sensor_id,sensor_status,ts,subject_id
P2,"ON",1542627944142,"207"
P2,"OFF",1542628200000,"207"
R5,"ON",1542628209730,"207"
R5,"OFF",1542628214478,"207"
E1,"ON",1542628229730,"207"
R1,"ON",1542628241578,"207"
R1,"OFF",1542628259104,"207"
R1,"ON",1542628263512,"207"
R1,"OFF",1542628266138,"207"
R5,"ON",1542628296710,"207"
R5,"OFF",1542628301729,"207"
E1,"OFF",1542628313620,"207"
R7,"ON",1542628330482,"207"
R7,"OFF",1542628335683,"207"
R7,"ON",1542628340384,"207"
R7,"OFF",1542628344194,"207"
R2,"ON",1542628345753,"207"
R2,"OFF",1542628351384,"207"
