sensor_id,sensor_status,ts,subject_id
E2,"ON",1544696269805,"207"
P2,"ON",1544696271000,"201"
P7,"ON",1544696274000,"207"
P8,"ON",1544696285000,"206"
P9,"ON",1544696286000,"200"
P2,"OFF",1544696375000,"201"
P3,"ON",1544696382000,"201"
P7,"OFF",1544696456000,"207"
R7,"ON",1544696467239,"207"
R7,"OFF",1544696472729,"207"
R7,"ON",1544696484908,"207"
R7,"OFF",1544696490340,"207"
R1,"ON",1544696493949,"207"
R1,"OFF",1544696514649,"207"
R2,"ON",1544696517053,"207"
R2,"OFF",1544696524000,"207"
P8,"OFF",1544696533000,"206"
P1,"ON",1544696550804,"206"
P3,"OFF",1544696590000,"201"
P9,"OFF",1544696735000,"200"
R7,"ON",1544696736046,"207"
R7,"OFF",1544696736768,"207"
P1,"OFF",1544696740497,"206"
E2,"OFF",1544696742772,"200"
