sensor_id,sensor_status,ts,subject_id
P2,"ON",1542382067885,"205"
P2,"OFF",1542382077759,"205"
R5,"ON",1542382088376,"205"
R5,"OFF",1542382093641,"205"
E1,"ON",1542382115250,"205"
R1,"ON",1542382118668,"205"
R1,"OFF",1542382123531,"205"
R1,"ON",1542382146396,"205"
R1,"OFF",1542382152761,"205"
R5,"ON",1542382156972,"205"
R5,"OFF",1542382160669,"205"
R1,"ON",1542382189681,"205"
R1,"OFF",1542382194874,"205"
E1,"OFF",1542382204000,"205"
R7,"ON",1542382226125,"205"
R7,"OFF",1542382232957,"205"
R7,"ON",1542382247228,"205"
R7,"OFF",1542382251586,"205"
R2,"ON",1542382252304,"205"
R2,"OFF",1542382256096,"205"
P1,"ON",1542382286248,"205"
P1,"OFF",1542382314404,"205"
R7,"ON",1542382320369,"205"
R7,"OFF",1542382323830,"205"
P1,"ON",1542382329358,"205"
P1,"OFF",1542382355959,"205"
R7,"ON",1542382379567,"205"
R7,"OFF",1542382383732,"205"
