ts_start,ts_end,location
1543333752254,1543333755702,MEDICINE_AREA
1543333755717,1543333756569,HALL
1543333756573,1543333774641,KITCHEN
1543333774720,1543333781072,DINING_ROOM
1543333781103,1543333804779,KITCHEN
1543333804795,1543333817540,DINING_ROOM
1543333817547,1543333828630,KITCHEN
1543333828650,1543333837629,DINING_ROOM
1543333837641,1543333839366,KITCHEN
1543333839376,1543333841779,HALL
1543333841790,1543333849822,MEDICINE_AREA
1543333850014,1543333857381,HALL
1543333857407,1543333903560,KITCHEN
1543333903569,1543334010739,DINING_ROOM
1543334010758,1543334013035,KITCHEN
1543334013110,1543334014530,HALL
1543334014540,1543334016995,MEDICINE_AREA
1543334017015,1543334019337,LIVING_ROOM
1543334019365,1543334094534,OFFICE
1543334094540,1543334098792,LIVING_ROOM
1543334098809,1543334149320,MEDICINE_AREA
1543334149330,1543334303017,LIVING_ROOM
