ts_start,ts_end,location
1544696268161,1544696269503,OUT
1544696269520,1544696275531,HALL
1544696269083,1544696269499,OUT
1544696269537,1544696275533,HALL
1544696269093,1544696269503,OUT
1544696269539,1544696275533,HALL
1544696269083,1544696269499,OUT
1544696269539,1544696275551,HALL
1544696269104,1544696269480,OUT
1544696269520,1544696279151,HALL
1544696279171,1544696282078,MEDICINE_AREA
1544696282098,1544696535067,LIVING_ROOM
1544696535080,1544696535747,MEDICINE_AREA
1544696529501,1544696535065,LIVING_ROOM
1544696535095,1544696535747,MEDICINE_AREA
1544696529501,1544696535066,LIVING_ROOM
1544696535095,1544696535768,MEDICINE_AREA
1544696529500,1544696535043,LIVING_ROOM
1544696535080,1544696535776,MEDICINE_AREA
1544696529500,1544696535067,LIVING_ROOM
1544696535096,1544696537007,MEDICINE_AREA
1544696537021,1544696538266,HALL
1544696538281,1544696542106,KITCHEN
1544696535858,1544696537007,MEDICINE_AREA
1544696537042,1544696538249,HALL
1544696538281,1544696542114,KITCHEN
1544696536018,1544696536990,MEDICINE_AREA
1544696537021,1544696538266,HALL
1544696538293,1544696542115,KITCHEN
1544696536020,1544696536991,MEDICINE_AREA
1544696537023,1544696538266,HALL
1544696538294,1544696542115,KITCHEN
1544696536019,1544696536990,MEDICINE_AREA
1544696537022,1544696538265,HALL
1544696538293,1544696542353,KITCHEN
1544696542380,1544696548653,DINING_ROOM
1544696542163,1544696542353,KITCHEN
1544696542393,1544696548663,DINING_ROOM
1544696542184,1544696542322,KITCHEN
1544696542380,1544696548665,DINING_ROOM
1544696542159,1544696542352,KITCHEN
1544696542383,1544696548665,DINING_ROOM
1544696542184,1544696542323,KITCHEN
1544696542383,1544696740497,DINING_ROOM
