ts_start,ts_end,act
1542885522576,1542885533989,TRANSITION
1542885533999,1542885578644,PREPARING_COLD_MEAL
1542885578657,1542885579063,TRANSITION
1542885579065,1542885614224,SETTING_UP_TABLE
1542885614784,1542885618714,TRANSITION
1542885618993,1542885671184,TAKING_MEDICINES
1542885671197,1542885719632,TRANSITION
1542885719743,1542885766490,EATING
1542885766511,1542885767686,TRANSITION
1542885767698,1542885769221,EATING
1542885769229,1542885771798,TRANSITION
1542885771811,1542885786143,EATING
1542885786171,1542885787444,TRANSITION
1542885787449,1542885793206,EATING
1542885793209,1542885808181,TRANSITION
1542885808185,1542885915859,USING_PC
1542885916215,1542885996313,MAKING_PHONE_CALL
1542885996316,1542886004597,TRANSITION
1542886004614,1542886122835,WATCHING_TV
1542886122850,1542886138585,TRANSITION
