ts_start,ts_end,location
1544007963906,1544007998924,OUT
1544007999042,1544008002336,HALL
1544007995761,1544007998898,OUT
1544007999042,1544008002352,HALL
1544007995747,1544007998923,OUT
1544007999042,1544008002352,HALL
1544007995747,1544007998924,OUT
1544007999043,1544008002353,HALL
1544007995747,1544007998923,OUT
1544007999042,1544008016088,HALL
1544008016297,1544008017449,MEDICINE_AREA
1544008017688,1544008021772,LIVING_ROOM
1544008015398,1544008016088,HALL
1544008016422,1544008017430,MEDICINE_AREA
1544008017688,1544008021773,LIVING_ROOM
1544008015397,1544008016087,HALL
1544008016423,1544008017430,MEDICINE_AREA
1544008017689,1544008021786,LIVING_ROOM
1544008015412,1544008016072,HALL
1544008016297,1544008017444,MEDICINE_AREA
1544008017692,1544008021792,LIVING_ROOM
1544008015397,1544008016073,HALL
1544008016307,1544008017449,MEDICINE_AREA
1544008017693,1544008200507,LIVING_ROOM
1544008200641,1544008203188,MEDICINE_AREA
1544008203197,1544008203601,HALL
1544008197227,1544008200501,LIVING_ROOM
1544008200642,1544008203188,MEDICINE_AREA
1544008203222,1544008203612,HALL
1544008197254,1544008200507,LIVING_ROOM
1544008200641,1544008203170,MEDICINE_AREA
1544008203197,1544008203613,HALL
1544008197251,1544008200505,LIVING_ROOM
1544008200642,1544008203168,MEDICINE_AREA
1544008203198,1544008203614,HALL
1544008197254,1544008200507,LIVING_ROOM
1544008200642,1544008203170,MEDICINE_AREA
1544008203197,1544008204979,HALL
1544008205077,1544008209856,KITCHEN
1544008203642,1544008204973,HALL
1544008205077,1544008209856,KITCHEN
1544008203641,1544008204973,HALL
1544008205077,1544008209858,KITCHEN
1544008203643,1544008204973,HALL
1544008205077,1544008209872,KITCHEN
1544008203636,1544008204979,HALL
1544008205114,1544008263379,KITCHEN
1544008263415,1544008268093,DINING_ROOM
1544008261819,1544008263327,KITCHEN
1544008263453,1544008268094,DINING_ROOM
1544008261820,1544008263327,KITCHEN
1544008263453,1544008268096,DINING_ROOM
1544008261820,1544008263327,KITCHEN
1544008263454,1544008268100,DINING_ROOM
1544008261829,1544008263379,KITCHEN
1544008263415,1544008562448,DINING_ROOM
1544008562451,1544008562683,KITCHEN
1544008556291,1544008562420,DINING_ROOM
1544008562451,1544008562684,KITCHEN
1544008556294,1544008562448,DINING_ROOM
1544008562477,1544008562684,KITCHEN
