ts_start,ts_end,act
1542884767973,1542884787169,TRANSITION
1542884787180,1542884872760,COOKING
1542884872806,1542884880813,TRANSITION
1542884880817,1542884932824,SETTING_UP_TABLE
1542884932839,1542884933869,TRANSITION
1542884933877,1542884953374,EATING
1542884953379,1542884955514,TRANSITION
1542884955579,1542884985518,EATING
1542884985534,1542884989133,TRANSITION
1542884989144,1542885024709,CLEARING_TABLE
1542885024721,1542885025118,TRANSITION
1542885025136,1542885062826,WASHING_DISHES
1542885062848,1542885067489,TRANSITION
1542885067506,1542885081927,WASHING_DISHES
1542885081934,1542885091041,TRANSITION
1542885091050,1542885149649,USING_PC
1542885149655,1542885150549,TRANSITION
1542885150559,1542885230054,ANSWERING_PHONE
1542885230066,1542885239941,TRANSITION
