sensor_id,sensor_status,ts,subject_id
R7,"ON",1543333366345,"203"
R7,"OFF",1543333372327,"203"
E2,"ON",1543333379507,"200"
R5,"ON",1543333389833,"203"
R5,"OFF",1543333393814,"203"
R7,"ON",1543333399632,"203"
R7,"OFF",1543333403049,"203"
E1,"ON",1543333411099,"203"
E2,"OFF",1543333443512,"200"
E1,"OFF",1543333445153,"203"
R1,"ON",1543333449542,"200"
R1,"OFF",1543333455525,"200"
R7,"ON",1543333458149,"200"
R7,"OFF",1543333464164,"200"
R2,"ON",1543333469929,"200"
R2,"OFF",1543333473169,"200"
R2,"ON",1543333477732,"203"
R2,"OFF",1543333482530,"203"
R1,"ON",1543333484918,"203"
R1,"OFF",1543333494621,"203"
P1,"ON",1543333504385,"203"
P1,"OFF",1543333554132,"203"
R1,"ON",1543333582387,"203"
R1,"OFF",1543333588551,"203"
P2,"ON",1543333630877,"203"
P2,"OFF",1543333688523,"203"
