ts_start,ts_end,act
1544694621924,1544694631322,TRANSITION
1544694631358,1544694649177,LEAVING_HOME
1544694649206,1544694686124,TRANSITION
1544694686140,1544694705055,ENTERING_HOME
1544694705085,1544694756035,TRANSITION
1544694756050,1544694844271,EATING
1544694844286,1544694863372,TRANSITION
1544694863407,1544694944616,WATCHING_TV
1544694944643,1544694948268,TRANSITION
1544694948284,1544694965219,TAKING_MEDICINES
1544694965247,1544694978603,TRANSITION
1544694978622,1544694980586,MAKING_PHONE_CALL
1544694974005,1544694978587,TRANSITION
1544694978622,1544694980614,MAKING_PHONE_CALL
1544694974010,1544694978600,TRANSITION
1544694978632,1544694980614,MAKING_PHONE_CALL
1544694974010,1544694978601,TRANSITION
1544694978632,1544694980615,MAKING_PHONE_CALL
1544694974011,1544694978603,TRANSITION
1544694978632,1544695045896,MAKING_PHONE_CALL
1544695045911,1544695049083,TRANSITION
1544695049093,1544695225482,WATCHING_TV
