ts_start,ts_end,location
1544019090307,1544019110216,OUT
1544019110247,1544019124414,HALL
1544019124445,1544019127266,KITCHEN
1544019127295,1544019188242,DINING_ROOM
1544019188272,1544019191264,KITCHEN
1544019191274,1544019354903,DINING_ROOM
1544019354934,1544019359456,KITCHEN
1544019359485,1544019366646,DINING_ROOM
1544019366676,1544019375189,KITCHEN
1544019375219,1544019397940,DINING_ROOM
1544019397973,1544019398910,KITCHEN
1544019398941,1544019402795,DINING_ROOM
1544019402826,1544019537907,KITCHEN
1544019537937,1544019548131,HALL
1544019548160,1544019551192,MEDICINE_AREA
1544019551224,1544019552468,LIVING_ROOM
