ts_start,ts_end,act
1542982845478,1542982915197,MAKING_PHONE_CALL
1542982915210,1542982922713,TRANSITION
1542982922732,1542983064634,COOKING
1542983064654,1542983073676,TRANSITION
1542983073692,1542983127240,SETTING_UP_TABLE
1542983127261,1542983140024,TRANSITION
1542983140136,1542983207476,EATING
1542983207514,1542983210396,TRANSITION
1542983210402,1542983221678,EATING
1542983221699,1542983227028,TRANSITION
1542983227052,1542983284478,CLEARING_TABLE
1542983284496,1542983285247,TRANSITION
1542983285266,1542983291385,LEAVING_HOME
