ts_start,ts_end,location
1542982845478,1542982852247,KITCHEN
1542982852251,1542982853495,HALL
1542982853512,1542982865378,MEDICINE_AREA
1542982865413,1542982873309,HALL
1542982873328,1542982904118,MEDICINE_AREA
1542982904159,1542982907552,HALL
1542982907573,1542982919689,MEDICINE_AREA
1542982919710,1542982921702,HALL
1542982921709,1542983074859,KITCHEN
1542983074875,1542983090856,DINING_ROOM
1542983090878,1542983098652,KITCHEN
1542983098662,1542983103318,DINING_ROOM
1542983103331,1542983107693,KITCHEN
1542983107706,1542983113045,DINING_ROOM
1542983113058,1542983119015,KITCHEN
1542983119036,1542983124542,DINING_ROOM
1542983124557,1542983127102,KITCHEN
1542983127121,1542983266770,DINING_ROOM
1542983266779,1542983274119,KITCHEN
1542983274137,1542983286529,HALL
1542983286549,1542983291385,OUT
