sensor_id,sensor_status,ts,subject_id
E2,"ON",1542817465875,"201"
P3,"ON",1542817469000,"206"
P7,"ON",1542817473000,"201"
P3,"OFF",1542817510000,"206"
P7,"OFF",1542817513000,"201"
E2,"OFF",1542817515875,"201"
R5,"ON",1542817520649,"206"
R5,"OFF",1542817524368,"206"
R1,"ON",1542817528383,"201"
E1,"ON",1542817531224,"206"
R1,"OFF",1542817533462,"206"
R2,"ON",1542817537078,"201"
R2,"OFF",1542817540571,"201"
R1,"ON",1542817553135,"206"
R7,"ON",1542817555461,"201"
R1,"OFF",1542817557745,"206"
R7,"OFF",1542817560429,"201"
R1,"ON",1542817565655,"206"
R1,"OFF",1542817569704,"206"
R1,"ON",1542817576762,"206"
R1,"OFF",1542817580129,"206"
R7,"ON",1542817581454,"201"
R7,"OFF",1542817587262,"201"
P1,"ON",1542817624528,"201"
R2,"ON",1542817640262,"206"
R2,"OFF",1542817642432,"206"
E1,"OFF",1542817655205,"206"
R7,"ON",1542817668285,"206"
R7,"OFF",1542817678197,"206"
P4,"ON",1542817700000,"206"
P4,"OFF",1542817830000,"206"
P1,"OFF",1542817834680,"201"
R6,"ON",1542817843386,"206"
R6,"OFF",1542817848215,"206"
R6,"ON",1542817854365,"206"
R6,"OFF",1542817856735,"206"
P2,"ON",1542817869633,"206"
P1,"ON",1542817934319,"201"
P1,"OFF",1542817990301,"201"
P2,"OFF",1542817995887,"206"
P2,"ON",1542818008058,"201"
P2,"OFF",1542818088089,"201"
R6,"ON",1542818090595,"201"
R6,"OFF",1542818111776,"201"
