sensor_id,sensor_status,ts,subject_id
R1,"ON",1542809567254,"211"
R1,"OFF",1542809579873,"211"
R7,"ON",1542809581276,"211"
R7,"OFF",1542809587703,"211"
R2,"ON",1542809589775,"211"
R2,"OFF",1542809594174,"211"
R7,"ON",1542809634932,"211"
R7,"OFF",1542809640739,"211"
P1,"ON",1542809669507,"211"
P1,"OFF",1542809670798,"211"
R6,"ON",1542809681755,"211"
R6,"OFF",1542809700696,"211"
P1,"ON",1542809706960,"211"
P1,"OFF",1542809793261,"211"
R7,"ON",1542809895395,"211"
R7,"OFF",1542809898796,"211"
R7,"ON",1542809912098,"211"
R7,"OFF",1542809915665,"211"
P2,"ON",1542809929380,"211"
P2,"OFF",1542810031903,"211"
