sensor_id,sensor_status,ts,subject_id
R7,"ON",1543334546664,"200"
R7,"OFF",1543334549486,"200"
P4,"ON",1543334574000,"203"
P1,"ON",1543334587363,"200"
P1,"OFF",1543334689306,"200"
P4,"OFF",1543334691000,"203"
R6,"ON",1543334699000,"200"
P3,"ON",1543334707000,"203"
E2,"ON",1543334709502,"203"
R6,"OFF",1543334710000,"200"
R7,"ON",1543334717018,"200"
R7,"OFF",1543334720452,"200"
P2,"ON",1543334756775,"200"
P3,"OFF",1543334790000,"203"
R6,"ON",1543334792000,"203"
R6,"OFF",1543334796000,"203"
P3,"ON",1543334810000,"203"
P3,"OFF",1543334833000,"203"
P2,"OFF",1543334854856,"200"
P3,"ON",1543334855000,"200"
P7,"ON",1543334904000,"203"
P3,"OFF",1543334944000,"200"
P1,"ON",1543334996553,"200"
P1,"OFF",1543335017005,"200"
P7,"OFF",1543335049000,"203"
E2,"OFF",1543335050502,"203"
