ts_start,ts_end,act
1542982294603,1542982299293,TRANSITION
1542982299323,1542982344676,SETTING_UP_TABLE
1542982344708,1542982348595,TRANSITION
1542982348635,1542982415614,COOKING
1542982415628,1542982441661,TRANSITION
1542982441688,1542982460020,EATING
1542982460049,1542982463501,TRANSITION
1542982463524,1542982475052,EATING
1542982475064,1542982475697,TRANSITION
1542982475715,1542982478768,EATING
1542982478799,1542982484759,TRANSITION
1542982484785,1542982510197,CLEARING_TABLE
1542982510222,1542982516897,TRANSITION
1542982516928,1542982542274,WASHING_DISHES
1542982542307,1542982554115,TRANSITION
1542982554130,1542982633703,WATCHING_TV
1542982633713,1542982709828,MAKING_PHONE_CALL
1542982709861,1542982717470,TRANSITION
1542982717498,1542982779068,WATCHING_TV
1542982779078,1542982783206,TRANSITION
1542982783223,1542982826492,TAKING_MEDICINES
1542982826514,1542982827766,TRANSITION
