ts_start,ts_end,location
1543848886838,1543848923673,OUT
1543848923687,1543848940431,HALL
1543848940439,1543848945491,KITCHEN
1543848945514,1543849130821,DINING_ROOM
1543849130845,1543849132540,KITCHEN
1543849132558,1543849142140,DINING_ROOM
1543849142255,1543849144070,KITCHEN
1543849144081,1543849149568,DINING_ROOM
1543849149582,1543849154873,KITCHEN
1543849154882,1543849175485,DINING_ROOM
1543849175634,1543849291249,KITCHEN
1543849291265,1543849299197,DINING_ROOM
1543849299684,1543849309072,KITCHEN
1543849309109,1543849311024,HALL
1543849311039,1543849319446,MEDICINE_AREA
