ts_start,ts_end,act
1543848886838,1543848924412,TRANSITION
1543848924417,1543848938864,ENTERING_HOME
1543848938884,1543849018442,TRANSITION
1543849018448,1543849039662,EATING
1543849039677,1543849040093,TRANSITION
1543849040114,1543849106115,EATING
1543849106136,1543849111809,TRANSITION
1543849111816,1543849116261,EATING
1543849116268,1543849122222,TRANSITION
1543849122262,1543849179267,CLEARING_TABLE
1543849179288,1543849180731,TRANSITION
1543849180753,1543849223259,WASHING_DISHES
1543849223279,1543849231455,TRANSITION
1543849231482,1543849289942,WASHING_DISHES
1543849289951,1543849319446,TRANSITION
