ts_start,ts_end,act
1542289095839,1542289109654,TRANSITION
1542289109664,1542289169574,SETTING_UP_TABLE
1542289169602,1542289171312,TRANSITION
1542289171326,1542289203542,COOKING
1542289203647,1542289238523,TRANSITION
1542289238537,1542289250757,COOKING
1542289250765,1542289263382,TRANSITION
1542289263413,1542289275644,EATING
1542289275695,1542289276091,TRANSITION
1542289276092,1542289350062,EATING
1542289350071,1542289352088,TRANSITION
1542289352103,1542289399840,CLEARING_TABLE
1542289399847,1542289403211,TRANSITION
1542289403217,1542289468107,WASHING_DISHES
1542289468116,1542289477289,TRANSITION
1542289477306,1542289561912,WATCHING_TV
1542289561927,1542289564636,TRANSITION
1542289564645,1542289566660,WATCHING_TV
1542289566682,1542289573532,TRANSITION
1542289573550,1542289650503,MAKING_PHONE_CALL
1542289650512,1542289651793,TRANSITION
1542289651822,1542289729017,WATCHING_TV
1542289729114,1542289744592,TRANSITION
1542289744619,1542289808554,TAKING_MEDICINES
1542289808568,1542289810789,EATING
1542289810823,1542289819523,TAKING_MEDICINES
1542289819532,1542289821292,EATING
1542289821313,1542289831081,TAKING_MEDICINES
1542289831082,1542289833906,EATING
1542289833919,1542289836146,TAKING_MEDICINES
1542289836158,1542289868867,TRANSITION
