ts_start,ts_end,location
1542289095839,1542289108389,MEDICINE_AREA
1542289108408,1542289110413,HALL
1542289110427,1542289114793,KITCHEN
1542289114825,1542289125429,DINING_ROOM
1542289125446,1542289132238,KITCHEN
1542289132278,1542289138394,DINING_ROOM
1542289138415,1542289145312,KITCHEN
1542289145331,1542289149198,DINING_ROOM
1542289149208,1542289158604,KITCHEN
1542289158692,1542289164225,DINING_ROOM
1542289164245,1542289245754,KITCHEN
1542289245774,1542289252141,DINING_ROOM
1542289252147,1542289257068,KITCHEN
1542289257082,1542289358539,DINING_ROOM
1542289358556,1542289371436,KITCHEN
1542289371443,1542289377637,DINING_ROOM
1542289377660,1542289387057,KITCHEN
1542289387088,1542289395926,DINING_ROOM
1542289395936,1542289472136,KITCHEN
1542289472137,1542289473411,HALL
1542289473415,1542289474911,MEDICINE_AREA
1542289474923,1542289612883,LIVING_ROOM
1542289612903,1542289643814,MEDICINE_AREA
1542289643834,1542289739809,LIVING_ROOM
1542289739816,1542289754093,MEDICINE_AREA
1542289754107,1542289758780,HALL
1542289758795,1542289766125,KITCHEN
1542289766132,1542289848320,DINING_ROOM
1542289848328,1542289850771,KITCHEN
1542289850785,1542289852487,HALL
1542289852515,1542289868867,MEDICINE_AREA
