ts_start,ts_end,location
1542908142369,1542908153485,OUT
1542908153495,1542908168891,HALL
1542908168901,1542908171874,KITCHEN
1542908171971,1542908266533,DINING_ROOM
1542908266594,1542908268498,KITCHEN
1542908268514,1542908269662,HALL
1542908269715,1542908280447,MEDICINE_AREA
1542908280456,1542908281456,HALL
1542908281461,1542908289590,KITCHEN
1542908289626,1542908333230,DINING_ROOM
1542908333249,1542908343442,KITCHEN
1542908343453,1542908344608,HALL
1542908344626,1542908355943,MEDICINE_AREA
1542908356012,1542908360680,HALL
1542908360698,1542908364677,KITCHEN
1542908364728,1542908368359,DINING_ROOM
1542908368386,1542908371861,KITCHEN
1542908371874,1542908373840,HALL
1542908373853,1542908383522,MEDICINE_AREA
1542908383542,1542908385757,HALL
1542908385771,1542908388109,KITCHEN
1542908388127,1542908390269,HALL
1542908390282,1542908400229,MEDICINE_AREA
1542908400299,1542908402776,HALL
1542908402791,1542908405568,KITCHEN
1542908405584,1542908411381,DINING_ROOM
1542908411417,1542908415598,KITCHEN
1542908415608,1542908417906,HALL
1542908418018,1542908422582,MEDICINE_AREA
1542908422601,1542908599868,LIVING_ROOM
1542908600083,1542908602137,MEDICINE_AREA
1542908602143,1542908604697,HALL
1542908604712,1542908607969,OUT
