ts_start,ts_end,act
1542908142369,1542908154505,TRANSITION
1542908154547,1542908165329,ENTERING_HOME
1542908165348,1542908206208,TRANSITION
1542908206214,1542908245194,EATING
1542908245195,1542908248486,TRANSITION
1542908248527,1542908250947,EATING
1542908250958,1542908251785,TRANSITION
1542908251798,1542908261468,EATING
1542908261478,1542908271073,TRANSITION
1542908271088,1542908322503,TAKING_MEDICINES
1542908322522,1542908359292,TRANSITION
1542908359313,1542908424167,MAKING_PHONE_CALL
1542908424168,1542908427314,TRANSITION
1542908427327,1542908594428,WATCHING_TV
1542908594445,1542908607969,TRANSITION
