ts_start,ts_end,location
1543312325442,1543312351078,HALL
1543312351084,1543312399778,MEDICINE_AREA
1543312399784,1543312401153,HALL
1543312401185,1543312464156,KITCHEN
1543312464165,1543312469121,DINING_ROOM
1543312469445,1543312488647,KITCHEN
1543312488661,1543312599067,DINING_ROOM
1543312599074,1543312601314,KITCHEN
1543312601338,1543312606831,DINING_ROOM
1543312606841,1543312610062,KITCHEN
1543312610080,1543312615610,DINING_ROOM
1543312615633,1543312617705,KITCHEN
1543312617724,1543312635323,DINING_ROOM
1543312635335,1543312643688,KITCHEN
1543312643704,1543312644767,HALL
1543312644775,1543312658493,MEDICINE_AREA
1543312658506,1543312659630,HALL
1543312659635,1543312736225,KITCHEN
1543312736240,1543312737611,HALL
1543312737629,1543312740007,MEDICINE_AREA
1543312740017,1543312878160,LIVING_ROOM
1543312878171,1543312880220,MEDICINE_AREA
