ts_start,ts_end,location
1542374964237,1542374971443,OUT
1542374971448,1542374978433,HALL
1542374978434,1542375035085,KITCHEN
1542375035114,1542375044140,DINING_ROOM
1542375044158,1542375051675,KITCHEN
1542375051678,1542375058460,DINING_ROOM
1542375058463,1542375065121,KITCHEN
1542375065136,1542375069447,DINING_ROOM
1542375069465,1542375071443,KITCHEN
1542375071463,1542375072720,HALL
1542375072728,1542375081554,MEDICINE_AREA
1542375081575,1542375082880,HALL
1542375082882,1542375084774,KITCHEN
1542375084801,1542375110113,DINING_ROOM
1542375110127,1542375114303,KITCHEN
1542375114329,1542375229797,DINING_ROOM
1542375229823,1542375232600,KITCHEN
1542375232623,1542375233926,HALL
1542375233948,1542375235740,MEDICINE_AREA
1542375235754,1542375238284,LIVING_ROOM
1542375238312,1542375268715,OFFICE
1542375268736,1542375270361,LIVING_ROOM
1542375270553,1542375272157,MEDICINE_AREA
1542375272178,1542375273008,HALL
1542375273035,1542375274713,KITCHEN
1542375274719,1542375282607,DINING_ROOM
1542375282646,1542375294251,KITCHEN
1542375294307,1542375295735,HALL
1542375295746,1542375301959,MEDICINE_AREA
1542375301976,1542375303761,HALL
1542375303771,1542375304891,KITCHEN
1542375304902,1542375326551,DINING_ROOM
1542375326560,1542375330515,KITCHEN
1542375330518,1542375331762,HALL
1542375331780,1542375333483,MEDICINE_AREA
1542375333496,1542375336175,LIVING_ROOM
1542375336195,1542375436711,OFFICE
1542375436719,1542375438449,LIVING_ROOM
1542375438468,1542375439797,MEDICINE_AREA
1542375439809,1542375448274,HALL
