value,ts
997.23914,1543848887609
997.23584,1543848887708
997.22894,1543848887808
997.22516,1543848887908
997.2269,1543848888006
997.22516,1543848888106
997.2235,1543848888205
997.22516,1543848888304
997.23035,1543848888404
997.2269,1543848888504
997.2337,1543848888603
997.23047,1543848888703
997.2287,1543848888802
997.227,1543848888903
997.2319,1543848889000
997.22644,1543848889101
997.22644,1543848889199
997.2248,1543848889298
997.2248,1543848889398
997.223,1543848889497
997.22626,1543848889596
997.2314,1543848889696
997.2314,1543848889795
997.22626,1543848889895
997.2191,1543848889998
997.209,1543848890093
997.2071,1543848890193
997.2002,1543848890292
997.19147,1543848890392
997.1968,1543848890491
997.1951,1543848890591
997.1899,1543848890691
997.18475,1543848890789
997.1899,1543848890889
997.1901,1543848890988
997.1885,1543848891119
997.17975,1543848891186
997.17975,1543848891287
997.1781,1543848891386
997.17975,1543848891486
997.1851,1543848891584
997.17975,1543848891683
997.18665,1543848891784
997.18823,1543848891882
997.18805,1543848891982
997.1932,1543848892081
997.1966,1543848892181
997.2085,1543848892280
997.21875,1543848892379
997.2205,1543848892478
997.2256,1543848892578
997.23224,1543848892717
997.2359,1543848892784
997.24274,1543848892877
997.2478,1543848892975
997.24084,1543848893076
997.24274,1543848893174
997.2394,1543848893275
997.23566,1543848893374
997.23755,1543848893473
997.23755,1543848893573
997.2429,1543848893672
997.2412,1543848893772
997.2395,1543848893870
997.2361,1543848893971
997.2378,1543848894073
997.2395,1543848894168
997.2399,1543848894268
997.24316,1543848894367
997.24316,1543848894472
997.24835,1543848894569
997.25183,1543848894669
997.2503,1543848894765
997.2538,1543848894865
997.2538,1543848894964
997.24695,1543848895063
997.25055,1543848895164
997.2557,1543848895264
997.25397,1543848895363
997.2559,1543848895461
997.25586,1543848895564
997.2575,1543848895663
997.261,1543848895763
997.2593,1543848895861
997.2595,1543848895959
997.25977,1543848896060
997.2511,1543848896157
997.2496,1543848896258
997.24615,1543848896359
997.2512,1543848896457
997.2496,1543848896555
997.2502,1543848896655
997.25183,1543848896754
997.25543,1543848896853
997.2472,1543848896952
997.25085,1543848897054
997.24567,1543848897155
997.2474,1543848897251
997.2406,1543848897350
997.24084,1543848897452
997.24097,1543848897551
997.2464,1543848897649
997.2498,1543848897748
997.2464,1543848897847
997.24475,1543848897947
997.24286,1543848898054
997.24457,1543848898144
997.2412,1543848898250
997.238,1543848898344
997.2363,1543848898447
997.23975,1543848898544
997.2433,1543848898644
997.24506,1543848898742
997.2504,1543848898841
997.2541,1543848898941
997.2559,1543848899043
997.2542,1543848899138
997.2474,1543848899238
997.24756,1543848899340
997.239,1543848899440
997.2414,1543848899538
997.24817,1543848899636
997.2431,1543848899735
997.2481,1543848899838
997.2459,1543848899933
997.25323,1543848900034
997.2459,1543848900133
997.2481,1543848900234
997.25323,1543848900333
997.24817,1543848900433
997.2464,1543848900532
997.24475,1543848900629
997.24304,1543848900730
